#{"t_start": 1768206246.7971556, "env_id": "None"}
r,l,t
0.0,1,2308.159346
0.0,1,2308.159361
0.0,1,2308.159376
0.0,1,2308.802424
0.0,1,2308.802477
0.0,1,2308.802495
0.0,1,2308.802511
0.0,1,2308.802527
0.0,1,2308.802543
0.0,1,2308.802558
0.0,1,2308.802572
0.0,1,2309.085658
0.0,1,2309.085723
0.0,1,2309.085746
0.0,1,2309.085768
0.0,1,2309.085789
0.0,1,2309.085808
0.0,1,2309.085826
0.0,1,2309.085846
0.0,1,2309.523145
0.0,1,2309.523199
0.0,1,2309.523218
0.0,1,2309.523235
0.0,1,2309.52325
0.0,1,2309.523267
0.0,1,2309.523282
0.0,1,2309.523297
0.0,1,2309.900952
0.0,1,2309.901006
0.0,1,2309.901031
0.0,1,2309.901052
0.0,1,2309.901073
0.0,1,2309.901093
0.0,1,2309.901114
0.0,1,2309.901133
0.0,1,2310.286501
0.0,1,2310.286547
0.0,1,2310.286566
0.0,1,2310.286582
0.0,1,2310.286598
0.0,1,2310.286613
0.0,1,2310.286638
0.0,1,2310.286654
0.0,1,2310.679443
0.0,1,2310.679487
0.0,1,2310.679507
0.0,1,2310.679523
0.0,1,2310.67954
0.0,1,2310.679555
0.0,1,2310.67957
0.0,1,2310.679585
0.0,1,2311.063047
0.0,1,2311.063088
0.0,1,2311.063107
0.0,1,2311.063124
0.0,1,2311.063145
0.0,1,2311.063161
0.0,1,2311.063175
0.0,1,2311.063191
0.0,1,2311.572907
0.0,1,2311.572963
0.0,1,2311.572983
0.0,1,2311.573
0.0,1,2311.573017
0.0,1,2311.573032
0.0,1,2311.573047
0.0,1,2311.573062
0.0,1,2311.920435
0.0,1,2311.920481
0.0,1,2311.9205
0.0,1,2311.920516
0.0,1,2311.920532
0.0,1,2311.920547
0.0,1,2311.920563
0.0,1,2311.920578
0.0,1,2312.314649
0.0,1,2312.314692
0.0,1,2312.314712
0.0,1,2312.314728
0.0,1,2312.314744
0.0,1,2312.314759
0.0,1,2312.314774
0.0,1,2312.314789
0.0,1,2312.783606
0.0,1,2312.78365
0.0,1,2312.783669
0.0,1,2312.783686
0.0,1,2312.783702
0.0,1,2312.783718
0.0,1,2312.783733
0.0,1,2312.783747
0.0,1,2313.10374
0.0,1,2313.103783
0.0,1,2313.103802
0.0,1,2313.103818
0.0,1,2313.103834
0.0,1,2313.103849
0.0,1,2313.103864
0.0,1,2313.103879
0.0,1,2313.486917
0.0,1,2313.48696
0.0,1,2313.48698
0.0,1,2313.486996
0.0,1,2313.487012
0.0,1,2313.487027
0.0,1,2313.487041
0.0,1,2313.487055
0.0,1,2314.090664
0.0,1,2314.090719
0.0,1,2314.090738
0.0,1,2314.090755
0.0,1,2314.09077
0.0,1,2314.090785
0.0,1,2314.0908
0.0,1,2314.090815
0.0,1,2314.561671
0.0,1,2314.561723
0.0,1,2314.561741
0.0,1,2314.561758
0.0,1,2314.561773
0.0,1,2314.561788
0.0,1,2314.561803
0.0,1,2314.561818
0.0,1,2315.034824
0.0,1,2315.034869
0.0,1,2315.034888
0.0,1,2315.034905
0.0,1,2315.034921
0.0,1,2315.034936
0.0,1,2315.034951
0.0,1,2315.034966
0.0,1,2315.50542
0.0,1,2315.50547
0.0,1,2315.505489
0.0,1,2315.505506
0.0,1,2315.505521
0.0,1,2315.505537
0.0,1,2315.505552
0.0,1,2315.505567
0.0,1,2315.978497
0.0,1,2315.978541
0.0,1,2315.97856
0.0,1,2315.978577
0.0,1,2315.978593
0.0,1,2315.978608
0.0,1,2315.978628
0.0,1,2315.978643
0.0,1,2316.566741
0.0,1,2316.566804
0.0,1,2316.566827
0.0,1,2316.566854
0.0,1,2316.566874
0.0,1,2316.566894
0.0,1,2316.566914
0.0,1,2316.566935
0.0,1,2317.447362
0.0,1,2317.447415
0.0,1,2317.447435
0.0,1,2317.447452
0.0,1,2317.447468
0.0,1,2317.447483
0.0,1,2317.447497
0.0,1,2317.447513
0.0,1,2317.807533
0.0,1,2317.807586
0.0,1,2317.807605
0.0,1,2317.807621
0.0,1,2317.807637
0.0,1,2317.807652
0.0,1,2317.807667
0.0,1,2317.807682
0.0,1,2318.265862
0.0,1,2318.265902
0.0,1,2318.265921
0.0,1,2318.265938
0.0,1,2318.265954
0.0,1,2318.265969
0.0,1,2318.265984
0.0,1,2318.265999
0.0,1,2318.735344
0.0,1,2318.735387
0.0,1,2318.735406
0.0,1,2318.735422
0.0,1,2318.735436
0.0,1,2318.735451
0.0,1,2318.735466
0.0,1,2318.73548
0.0,1,2319.049959
0.0,1,2319.050002
0.0,1,2319.050021
0.0,1,2319.050037
0.0,1,2319.050053
0.0,1,2319.050068
0.0,1,2319.050083
0.0,1,2319.050099
0.0,1,2319.36528
0.0,1,2319.36532
0.0,1,2319.365339
0.0,1,2319.365355
0.0,1,2319.365371
0.0,1,2319.365386
0.0,1,2319.3654
0.0,1,2319.365415
0.0,1,2319.63883
0.0,1,2319.638888
0.0,1,2319.638918
0.0,1,2319.638939
0.0,1,2319.638959
0.0,1,2319.638979
0.0,1,2319.638998
0.0,1,2319.639017
0.0,1,2320.112705
0.0,1,2320.112754
0.0,1,2320.112773
0.0,1,2320.112789
0.0,1,2320.112805
0.0,1,2320.11282
0.0,1,2320.112836
0.0,1,2320.112852
0.0,1,2320.825173
0.0,1,2320.825227
0.0,1,2320.825246
0.0,1,2320.825262
0.0,1,2320.825277
0.0,1,2320.825292
0.0,1,2320.825307
0.0,1,2320.825322
0.0,1,2321.429475
0.0,1,2321.429546
0.0,1,2321.42957
0.0,1,2321.429592
0.0,1,2321.429611
0.0,1,2321.429632
0.0,1,2321.429653
0.0,1,2321.429673
0.0,1,2321.907034
0.0,1,2321.907083
0.0,1,2321.907103
0.0,1,2321.90712
0.0,1,2321.907135
0.0,1,2321.907156
0.0,1,2321.90717
0.0,1,2321.907185
0.0,1,2322.329602
0.0,1,2322.32965
0.0,1,2322.329669
0.0,1,2322.329686
0.0,1,2322.329701
0.0,1,2322.329716
0.0,1,2322.329731
0.0,1,2322.329745
0.0,1,2322.800971
0.0,1,2322.801028
0.0,1,2322.801049
0.0,1,2322.801066
0.0,1,2322.801081
0.0,1,2322.801097
0.0,1,2322.801111
0.0,1,2322.801126
0.0,1,2323.499932
0.0,1,2323.499994
0.0,1,2323.500015
0.0,1,2323.500031
0.0,1,2323.500047
0.0,1,2323.500062
0.0,1,2323.500077
0.0,1,2323.500092
0.0,1,2323.970109
0.0,1,2323.970156
0.0,1,2323.970176
0.0,1,2323.970193
0.0,1,2323.970209
0.0,1,2323.97023
0.0,1,2323.970245
0.0,1,2323.970261
0.0,1,2324.442734
0.0,1,2324.442775
0.0,1,2324.442795
0.0,1,2324.442811
0.0,1,2324.442827
0.0,1,2324.442842
0.0,1,2324.442856
0.0,1,2324.442871
0.0,1,2324.911208
0.0,1,2324.911249
0.0,1,2324.911268
0.0,1,2324.911285
0.0,1,2324.911302
0.0,1,2324.911317
0.0,1,2324.911332
0.0,1,2324.911347
0.0,1,2325.333679
0.0,1,2325.333725
0.0,1,2325.333745
0.0,1,2325.333761
0.0,1,2325.333777
0.0,1,2325.333793
0.0,1,2325.333808
0.0,1,2325.333823
0.0,1,2325.80345
0.0,1,2325.803493
0.0,1,2325.803514
0.0,1,2325.803531
0.0,1,2325.803547
0.0,1,2325.803567
0.0,1,2325.803582
0.0,1,2325.803598
0.0,1,2326.362482
0.0,1,2326.362547
0.0,1,2326.36257
0.0,1,2326.362592
0.0,1,2326.362615
0.0,1,2326.362646
0.0,1,2326.362666
0.0,1,2326.362689
0.0,1,2327.027921
0.0,1,2327.027977
0.0,1,2327.027996
0.0,1,2327.028013
0.0,1,2327.028028
0.0,1,2327.028044
0.0,1,2327.028059
0.0,1,2327.028074
0.0,1,2327.423406
0.0,1,2327.423452
0.0,1,2327.423472
0.0,1,2327.423489
0.0,1,2327.423505
0.0,1,2327.42352
0.0,1,2327.423535
0.0,1,2327.42355
0.0,1,2327.895707
0.0,1,2327.895749
0.0,1,2327.895769
0.0,1,2327.895785
0.0,1,2327.895801
0.0,1,2327.895816
0.0,1,2327.895831
0.0,1,2327.895846
0.0,1,2328.368251
0.0,1,2328.368295
0.0,1,2328.368314
0.0,1,2328.36833
0.0,1,2328.368345
0.0,1,2328.368361
0.0,1,2328.368375
0.0,1,2328.36839
0.0,1,2328.837923
0.0,1,2328.837971
0.0,1,2328.837991
0.0,1,2328.838007
0.0,1,2328.838023
0.0,1,2328.838039
0.0,1,2328.838055
0.0,1,2328.83807
0.0,1,2329.261494
0.0,1,2329.261539
0.0,1,2329.261559
0.0,1,2329.26158
0.0,1,2329.261595
0.0,1,2329.261611
0.0,1,2329.261626
0.0,1,2329.261642
0.0,1,2329.838658
0.0,1,2329.838712
0.0,1,2329.838731
0.0,1,2329.838748
0.0,1,2329.838763
0.0,1,2329.838778
0.0,1,2329.838793
0.0,1,2329.838808
0.0,1,2330.264661
0.0,1,2330.264709
0.0,1,2330.264729
0.0,1,2330.264745
0.0,1,2330.264761
0.0,1,2330.264776
0.0,1,2330.264791
0.0,1,2330.264806
0.0,1,2330.688236
0.0,1,2330.688281
0.0,1,2330.6883
0.0,1,2330.688317
0.0,1,2330.688333
0.0,1,2330.688348
0.0,1,2330.688362
0.0,1,2330.688377
0.0,1,2331.306159
0.0,1,2331.306224
0.0,1,2331.306247
0.0,1,2331.306269
0.0,1,2331.306291
0.0,1,2331.306311
0.0,1,2331.30633
0.0,1,2331.306351
0.0,1,2331.73398
0.0,1,2331.734025
0.0,1,2331.734043
0.0,1,2331.73406
0.0,1,2331.734076
0.0,1,2331.734091
0.0,1,2331.734106
0.0,1,2331.734121
0.0,1,2332.153776
0.0,1,2332.153816
0.0,1,2332.153834
0.0,1,2332.153851
0.0,1,2332.153866
0.0,1,2332.15388
0.0,1,2332.153896
0.0,1,2332.153911
0.0,1,2332.572424
0.0,1,2332.572465
0.0,1,2332.572482
0.0,1,2332.572498
0.0,1,2332.572513
0.0,1,2332.572528
0.0,1,2332.572543
0.0,1,2332.572557
0.0,1,2333.003677
0.0,1,2333.003749
0.0,1,2333.003772
0.0,1,2333.003793
0.0,1,2333.003815
0.0,1,2333.003835
0.0,1,2333.003855
0.0,1,2333.003875
0.0,1,2333.768618
0.0,1,2333.768677
0.0,1,2333.768697
0.0,1,2333.768713
0.0,1,2333.768729
0.0,1,2333.768745
0.0,1,2333.76876
0.0,1,2333.768775
0.0,1,2334.201201
0.0,1,2334.201249
0.0,1,2334.201268
0.0,1,2334.201284
0.0,1,2334.2013
0.0,1,2334.201316
0.0,1,2334.201331
0.0,1,2334.201347
0.0,1,2334.621495
0.0,1,2334.621536
0.0,1,2334.621556
0.0,1,2334.621572
0.0,1,2334.621587
0.0,1,2334.621603
0.0,1,2334.621618
0.0,1,2334.621633
0.0,1,2335.041544
0.0,1,2335.041586
0.0,1,2335.041605
0.0,1,2335.04162
0.0,1,2335.041637
0.0,1,2335.041652
0.0,1,2335.041667
0.0,1,2335.041682
0.0,1,2335.419659
0.0,1,2335.419702
0.0,1,2335.419721
0.0,1,2335.419737
0.0,1,2335.419752
0.0,1,2335.419768
0.0,1,2335.419783
0.0,1,2335.419797
0.0,1,2335.841109
0.0,1,2335.84115
0.0,1,2335.841169
0.0,1,2335.841186
0.0,1,2335.841202
0.0,1,2335.841218
0.0,1,2335.841234
0.0,1,2335.841249
0.0,1,2336.263001
0.0,1,2336.263042
0.0,1,2336.26306
0.0,1,2336.263077
0.0,1,2336.263094
0.0,1,2336.26311
0.0,1,2336.263124
0.0,1,2336.263139
0.0,1,2336.929857
0.0,1,2336.92991
0.0,1,2336.929929
0.0,1,2336.929945
0.0,1,2336.929961
0.0,1,2336.929976
0.0,1,2336.929996
0.0,1,2336.930011
0.0,1,2337.35172
0.0,1,2337.351766
0.0,1,2337.351786
0.0,1,2337.351803
0.0,1,2337.351819
0.0,1,2337.351834
0.0,1,2337.351849
0.0,1,2337.351863
0.0,1,2337.77648
0.0,1,2337.776526
0.0,1,2337.776545
0.0,1,2337.776561
0.0,1,2337.776577
0.0,1,2337.776592
0.0,1,2337.776608
0.0,1,2337.776623
0.0,1,2338.196474
0.0,1,2338.196517
0.0,1,2338.196536
0.0,1,2338.196552
0.0,1,2338.196567
0.0,1,2338.196582
0.0,1,2338.196597
0.0,1,2338.196613
0.0,1,2338.617058
0.0,1,2338.6171
0.0,1,2338.617119
0.0,1,2338.617135
0.0,1,2338.617151
0.0,1,2338.617166
0.0,1,2338.617181
0.0,1,2338.617196
0.0,1,2338.991892
0.0,1,2338.991933
0.0,1,2338.991951
0.0,1,2338.991968
0.0,1,2338.991984
0.0,1,2338.992
0.0,1,2338.992015
0.0,1,2338.99203
0.0,1,2339.65927
0.0,1,2339.65933
0.0,1,2339.65935
0.0,1,2339.659366
0.0,1,2339.659382
0.0,1,2339.659398
0.0,1,2339.659414
0.0,1,2339.659429
0.0,1,2339.933691
0.0,1,2339.933754
0.0,1,2339.933777
0.0,1,2339.933799
0.0,1,2339.93382
0.0,1,2339.933841
0.0,1,2339.933861
0.0,1,2339.93388
0.0,1,2340.355514
0.0,1,2340.355564
0.0,1,2340.355582
0.0,1,2340.3556
0.0,1,2340.355616
0.0,1,2340.355631
0.0,1,2340.355647
0.0,1,2340.355662
0.0,1,2340.77698
0.0,1,2340.777022
0.0,1,2340.777042
0.0,1,2340.777059
0.0,1,2340.777074
0.0,1,2340.77709
0.0,1,2340.777105
0.0,1,2340.777119
0.0,1,2341.446957
0.0,1,2341.447022
0.0,1,2341.447045
0.0,1,2341.447066
0.0,1,2341.447087
0.0,1,2341.447107
0.0,1,2341.447127
0.0,1,2341.447146
0.0,1,2341.87984
0.0,1,2341.879892
0.0,1,2341.879911
0.0,1,2341.879928
0.0,1,2341.879943
0.0,1,2341.879959
0.0,1,2341.879973
0.0,1,2341.879988
0.0,1,2342.306752
0.0,1,2342.306804
0.0,1,2342.306823
0.0,1,2342.306838
0.0,1,2342.306854
0.0,1,2342.30687
0.0,1,2342.306885
0.0,1,2342.3069
0.0,1,2343.021716
0.0,1,2343.021769
0.0,1,2343.021788
0.0,1,2343.021805
0.0,1,2343.021821
0.0,1,2343.021841
0.0,1,2343.021856
0.0,1,2343.021871
0.0,1,2343.445778
0.0,1,2343.445824
0.0,1,2343.445843
0.0,1,2343.445859
0.0,1,2343.445876
0.0,1,2343.445892
0.0,1,2343.445907
0.0,1,2343.445922
0.0,1,2343.86906
0.0,1,2343.869101
0.0,1,2343.86912
0.0,1,2343.869136
0.0,1,2343.869152
0.0,1,2343.869168
0.0,1,2343.869182
0.0,1,2343.869197
0.0,1,2344.293738
0.0,1,2344.29378
0.0,1,2344.293799
0.0,1,2344.293816
0.0,1,2344.293831
0.0,1,2344.293847
0.0,1,2344.293862
0.0,1,2344.293877
0.0,1,2344.56784
0.0,1,2344.567899
0.0,1,2344.567924
0.0,1,2344.567945
0.0,1,2344.567965
0.0,1,2344.567984
0.0,1,2344.568003
0.0,1,2344.568022
0.0,1,2344.889677
0.0,1,2344.889722
0.0,1,2344.889741
0.0,1,2344.889757
0.0,1,2344.889772
0.0,1,2344.889787
0.0,1,2344.889802
0.0,1,2344.889816
0.0,1,2345.515317
0.0,1,2345.515382
0.0,1,2345.515406
0.0,1,2345.515429
0.0,1,2345.51545
0.0,1,2345.515471
0.0,1,2345.515491
0.0,1,2345.515512
0.0,1,2345.961358
0.0,1,2345.961401
0.0,1,2345.961421
0.0,1,2345.961437
0.0,1,2345.961453
0.0,1,2345.961469
0.0,1,2345.961484
0.0,1,2345.961498
0.0,1,2346.586015
0.0,1,2346.586067
0.0,1,2346.586087
0.0,1,2346.586103
0.0,1,2346.586119
0.0,1,2346.586134
0.0,1,2346.586149
0.0,1,2346.586164
0.0,1,2347.009935
0.0,1,2347.009978
0.0,1,2347.009997
0.0,1,2347.010013
0.0,1,2347.010029
0.0,1,2347.010044
0.0,1,2347.010059
0.0,1,2347.010074
0.0,1,2347.438679
0.0,1,2347.438724
0.0,1,2347.438742
0.0,1,2347.438758
0.0,1,2347.438774
0.0,1,2347.438789
0.0,1,2347.438804
0.0,1,2347.438819
0.0,1,2347.860412
0.0,1,2347.860457
0.0,1,2347.860476
0.0,1,2347.860492
0.0,1,2347.860508
0.0,1,2347.860523
0.0,1,2347.860538
0.0,1,2347.860554
0.0,1,2348.281118
0.0,1,2348.281176
0.0,1,2348.281196
0.0,1,2348.281212
0.0,1,2348.281228
0.0,1,2348.281243
0.0,1,2348.281257
0.0,1,2348.281272
0.0,1,2348.707398
0.0,1,2348.707442
0.0,1,2348.707462
0.0,1,2348.707479
0.0,1,2348.707494
0.0,1,2348.707509
0.0,1,2348.707524
0.0,1,2348.707538
0.0,1,2349.129008
0.0,1,2349.129051
0.0,1,2349.12907
0.0,1,2349.129086
0.0,1,2349.129102
0.0,1,2349.129118
0.0,1,2349.129133
0.0,1,2349.129153
0.0,1,2349.798141
0.0,1,2349.798196
0.0,1,2349.798214
0.0,1,2349.79823
0.0,1,2349.798247
0.0,1,2349.798262
0.0,1,2349.798277
0.0,1,2349.798293
0.0,1,2350.378533
0.0,1,2350.3786
0.0,1,2350.378634
0.0,1,2350.378656
0.0,1,2350.378677
0.0,1,2350.378697
0.0,1,2350.378717
0.0,1,2350.378737
0.0,1,2350.805285
0.0,1,2350.805333
0.0,1,2350.805352
0.0,1,2350.805369
0.0,1,2350.805385
0.0,1,2350.8054
0.0,1,2350.805416
0.0,1,2350.805431
0.0,1,2351.226694
0.0,1,2351.22674
0.0,1,2351.22676
0.0,1,2351.226778
0.0,1,2351.226794
0.0,1,2351.226809
0.0,1,2351.226825
0.0,1,2351.22684
0.0,1,2351.50294
0.0,1,2351.502999
0.0,1,2351.503023
0.0,1,2351.503045
0.0,1,2351.503066
0.0,1,2351.503086
0.0,1,2351.503105
0.0,1,2351.503124
0.0,1,2351.939071
0.0,1,2351.939116
0.0,1,2351.939134
0.0,1,2351.939151
0.0,1,2351.939166
0.0,1,2351.939182
0.0,1,2351.939196
0.0,1,2351.939212
0.0,1,2352.361964
0.0,1,2352.362005
0.0,1,2352.362024
0.0,1,2352.362041
0.0,1,2352.362056
0.0,1,2352.362071
0.0,1,2352.362085
0.0,1,2352.3621
0.0,1,2352.78831
0.0,1,2352.78836
0.0,1,2352.78838
0.0,1,2352.788396
0.0,1,2352.788412
0.0,1,2352.788427
0.0,1,2352.788442
0.0,1,2352.788457
0.0,1,2353.454524
0.0,1,2353.454583
0.0,1,2353.454602
0.0,1,2353.454621
0.0,1,2353.454637
0.0,1,2353.454652
0.0,1,2353.454668
0.0,1,2353.454684
0.0,1,2353.735856
0.0,1,2353.735913
0.0,1,2353.735935
0.0,1,2353.735957
0.0,1,2353.735979
0.0,1,2353.735998
0.0,1,2353.736019
0.0,1,2353.736039
0.0,1,2354.367646
0.0,1,2354.367712
0.0,1,2354.367737
0.0,1,2354.367759
0.0,1,2354.367779
0.0,1,2354.367799
0.0,1,2354.36782
0.0,1,2354.367841
0.0,1,2354.872556
0.0,1,2354.872612
0.0,1,2354.872632
0.0,1,2354.872649
0.0,1,2354.872664
0.0,1,2354.872679
0.0,1,2354.872695
0.0,1,2354.87271
0.0,1,2355.296628
0.0,1,2355.296678
0.0,1,2355.296698
0.0,1,2355.296715
0.0,1,2355.296729
0.0,1,2355.296745
0.0,1,2355.296761
0.0,1,2355.296776
0.0,1,2355.720619
0.0,1,2355.720659
0.0,1,2355.720677
0.0,1,2355.720692
0.0,1,2355.720709
0.0,1,2355.720724
0.0,1,2355.720739
0.0,1,2355.720755
0.0,1,2356.006151
0.0,1,2356.006211
0.0,1,2356.006236
0.0,1,2356.006258
0.0,1,2356.00628
0.0,1,2356.006301
0.0,1,2356.006322
0.0,1,2356.006342
0.0,1,2356.282825
0.0,1,2356.282874
0.0,1,2356.282898
0.0,1,2356.282921
0.0,1,2356.282943
0.0,1,2356.282962
0.0,1,2356.282982
0.0,1,2356.283003
0.0,1,2356.727184
0.0,1,2356.727226
0.0,1,2356.727244
0.0,1,2356.72726
0.0,1,2356.727276
0.0,1,2356.727291
0.0,1,2356.727306
0.0,1,2356.727322
0.0,1,2357.424945
0.0,1,2357.425018
0.0,1,2357.425039
0.0,1,2357.425055
0.0,1,2357.425071
0.0,1,2357.425086
0.0,1,2357.425102
0.0,1,2357.425117
0.0,1,2357.847975
0.0,1,2357.84802
0.0,1,2357.848038
0.0,1,2357.848056
0.0,1,2357.848072
0.0,1,2357.848087
0.0,1,2357.848102
0.0,1,2357.848116
0.0,1,2358.271133
0.0,1,2358.271176
0.0,1,2358.271195
0.0,1,2358.271211
0.0,1,2358.271226
0.0,1,2358.271241
0.0,1,2358.271256
0.0,1,2358.271271
0.0,1,2358.993052
0.0,1,2358.993117
0.0,1,2358.993141
0.0,1,2358.993164
0.0,1,2358.993184
0.0,1,2358.993205
0.0,1,2358.993225
0.0,1,2358.993244
0.0,1,2359.327576
0.0,1,2359.327638
0.0,1,2359.327662
0.0,1,2359.327684
0.0,1,2359.327706
0.0,1,2359.327726
0.0,1,2359.327746
0.0,1,2359.327766
0.0,1,2359.671179
0.0,1,2359.671236
0.0,1,2359.671256
0.0,1,2359.671273
0.0,1,2359.67129
0.0,1,2359.671306
0.0,1,2359.671321
0.0,1,2359.671336
0.0,1,2360.210957
0.0,1,2360.211019
0.0,1,2360.211044
0.0,1,2360.211066
0.0,1,2360.211087
0.0,1,2360.211108
0.0,1,2360.211128
0.0,1,2360.211149
0.0,1,2360.883095
0.0,1,2360.883152
0.0,1,2360.883172
0.0,1,2360.883188
0.0,1,2360.883204
0.0,1,2360.883219
0.0,1,2360.883234
0.0,1,2360.883249
0.0,1,2361.167559
0.0,1,2361.167614
0.0,1,2361.167639
0.0,1,2361.167665
0.0,1,2361.167687
0.0,1,2361.167707
0.0,1,2361.167727
0.0,1,2361.167747
0.0,1,2361.558771
0.0,1,2361.558816
0.0,1,2361.558835
0.0,1,2361.558852
0.0,1,2361.558868
0.0,1,2361.558883
0.0,1,2361.558898
0.0,1,2361.558913
0.0,1,2361.985659
0.0,1,2361.985703
0.0,1,2361.985722
0.0,1,2361.985739
0.0,1,2361.985754
0.0,1,2361.98577
0.0,1,2361.985784
0.0,1,2361.985799
0.0,1,2362.397825
0.0,1,2362.397879
0.0,1,2362.397898
0.0,1,2362.397915
0.0,1,2362.397931
0.0,1,2362.397947
0.0,1,2362.397962
0.0,1,2362.397977
0.0,1,2362.825648
0.0,1,2362.825691
0.0,1,2362.82571
0.0,1,2362.825727
0.0,1,2362.825747
0.0,1,2362.825762
0.0,1,2362.825777
0.0,1,2362.825791
0.0,1,2363.253029
0.0,1,2363.253073
0.0,1,2363.253092
0.0,1,2363.253108
0.0,1,2363.253124
0.0,1,2363.253139
0.0,1,2363.253154
0.0,1,2363.253169
0.0,1,2363.86708
0.0,1,2363.867157
0.0,1,2363.86718
0.0,1,2363.867196
0.0,1,2363.867211
0.0,1,2363.867227
0.0,1,2363.867243
0.0,1,2363.867257
0.0,1,2364.194493
0.0,1,2364.194551
0.0,1,2364.194571
0.0,1,2364.194589
0.0,1,2364.194607
0.0,1,2364.194632
0.0,1,2364.194648
0.0,1,2364.194666
0.0,1,2364.926744
0.0,1,2364.926828
0.0,1,2364.926848
0.0,1,2364.926864
0.0,1,2364.92688
0.0,1,2364.926897
0.0,1,2364.926911
0.0,1,2364.926927
0.0,1,2365.351961
0.0,1,2365.352028
0.0,1,2365.352048
0.0,1,2365.352065
0.0,1,2365.352081
0.0,1,2365.352096
0.0,1,2365.352111
0.0,1,2365.352127
0.0,1,2365.774327
0.0,1,2365.774385
0.0,1,2365.774405
0.0,1,2365.774421
0.0,1,2365.774437
0.0,1,2365.774452
0.0,1,2365.774467
0.0,1,2365.774483
0.0,1,2366.151084
0.0,1,2366.151148
0.0,1,2366.151172
0.0,1,2366.151194
0.0,1,2366.151215
0.0,1,2366.151236
0.0,1,2366.151256
0.0,1,2366.151276
0.0,1,2366.573194
0.0,1,2366.573236
0.0,1,2366.573255
0.0,1,2366.573272
0.0,1,2366.573288
0.0,1,2366.573303
0.0,1,2366.57332
0.0,1,2366.573335
0.0,1,2366.998033
0.0,1,2366.998074
0.0,1,2366.998094
0.0,1,2366.99811
0.0,1,2366.998126
0.0,1,2366.998142
0.0,1,2366.998158
0.0,1,2366.998173
0.0,1,2367.324268
0.0,1,2367.324318
0.0,1,2367.324341
0.0,1,2367.324362
0.0,1,2367.324383
0.0,1,2367.324406
0.0,1,2367.324425
0.0,1,2367.324444
0.0,1,2368.001816
0.0,1,2368.001871
0.0,1,2368.001891
0.0,1,2368.001909
0.0,1,2368.001924
0.0,1,2368.00194
0.0,1,2368.001956
0.0,1,2368.001972
0.0,1,2368.59932
0.0,1,2368.599389
0.0,1,2368.599413
0.0,1,2368.599435
0.0,1,2368.599456
0.0,1,2368.599475
0.0,1,2368.599497
0.0,1,2368.599519
0.0,1,2369.033061
0.0,1,2369.03311
0.0,1,2369.03313
0.0,1,2369.033146
0.0,1,2369.033162
0.0,1,2369.033178
0.0,1,2369.033193
0.0,1,2369.033208
0.0,1,2369.446892
0.0,1,2369.446934
0.0,1,2369.446952
0.0,1,2369.446969
0.0,1,2369.446985
0.0,1,2369.447
0.0,1,2369.447015
0.0,1,2369.447031
0.0,1,2369.871769
0.0,1,2369.87181
0.0,1,2369.871829
0.0,1,2369.871845
0.0,1,2369.871861
0.0,1,2369.871876
0.0,1,2369.871891
0.0,1,2369.871906
0.0,1,2370.294685
0.0,1,2370.294728
0.0,1,2370.294747
0.0,1,2370.294762
0.0,1,2370.294778
0.0,1,2370.294794
0.0,1,2370.294809
0.0,1,2370.294824
0.0,1,2370.993034
0.0,1,2370.993088
0.0,1,2370.993107
0.0,1,2370.993124
0.0,1,2370.993139
0.0,1,2370.993154
0.0,1,2370.993169
0.0,1,2370.993184
0.0,1,2371.417605
0.0,1,2371.417646
0.0,1,2371.417666
0.0,1,2371.417682
0.0,1,2371.417698
0.0,1,2371.417714
0.0,1,2371.417729
0.0,1,2371.417744
0.0,1,2371.841164
0.0,1,2371.841208
0.0,1,2371.841227
0.0,1,2371.841243
0.0,1,2371.841259
0.0,1,2371.841274
0.0,1,2371.841289
0.0,1,2371.841303
0.0,1,2372.26566
0.0,1,2372.265702
0.0,1,2372.265722
0.0,1,2372.265739
0.0,1,2372.265755
0.0,1,2372.265771
0.0,1,2372.265787
0.0,1,2372.265802
0.0,1,2372.549187
0.0,1,2372.549249
0.0,1,2372.549273
0.0,1,2372.549294
0.0,1,2372.549315
0.0,1,2372.549335
0.0,1,2372.549355
0.0,1,2372.549374
0.0,1,2373.054761
0.0,1,2373.054816
0.0,1,2373.054836
0.0,1,2373.054852
0.0,1,2373.054868
0.0,1,2373.054888
0.0,1,2373.054903
0.0,1,2373.054918
0.0,1,2373.642087
0.0,1,2373.642155
0.0,1,2373.642178
0.0,1,2373.6422
0.0,1,2373.642222
0.0,1,2373.642241
0.0,1,2373.642261
0.0,1,2373.642281
0.0,1,2374.076705
0.0,1,2374.076751
0.0,1,2374.07677
0.0,1,2374.076787
0.0,1,2374.076803
0.0,1,2374.076819
0.0,1,2374.076834
0.0,1,2374.076848
0.0,1,2374.706223
0.0,1,2374.706277
0.0,1,2374.706296
0.0,1,2374.706313
0.0,1,2374.706328
0.0,1,2374.706344
0.0,1,2374.706359
0.0,1,2374.706375
0.0,1,2375.092577
0.0,1,2375.092623
0.0,1,2375.092642
0.0,1,2375.09266
0.0,1,2375.092676
0.0,1,2375.092692
0.0,1,2375.092706
0.0,1,2375.092721
0.0,1,2375.473957
0.0,1,2375.473998
0.0,1,2375.474017
0.0,1,2375.474034
0.0,1,2375.474049
0.0,1,2375.474064
0.0,1,2375.474078
0.0,1,2375.474093
0.0,1,2375.851877
